station_name,station_id
DON TORCUATO                   -,875680-99999
MINISTRO PISTARINI             -,875760-99999
AEROPARQUE JORGE NEWBERY       -,875820-99999
BUENOS AIRES (OBS)             -,875850-99999
LA PLATA                       -,875930-99999
PUNTA INDIO B.A.               -,875960-99999
SANTA ROSA                     -,876230-99999
BOLIVAR AERO                   -,876400-99999
AZUL AERO                      -,876410-99999
TANDIL                         -,876450-99999
DOLORES AIRPORT                -,876480-99999
TRES ARROYOS                   -,876880-99999
MAR DEL PLATA                  -,876920-99999
PRESIDENTE PERON               -,877150-99999
COMANDANTE ESPORA              -,877500-99999
SAN CARLOS DE BARILOCHE        -,877650-99999
SAN ANTONIO OESTE AERO         -,877840-99999
GOBERNADOR CASTELLO            -,877910-99999
ESQUEL                         -,878030-99999
ALMIRANTE ZAR                  -,878280-99999
COMODORO RIVADAVIA             -,878600-99999
EL CALAFATE AERO               -,879040-99999
SAN JULIAN                     -,879090-99999
RIO GALLEGOS                   -,879250-99999
RIO GRANDE                     -,879340-99999
USHUAIA MALVINAS ARGENTINAS    -,879380-99999
PEBBLE ISLAND                  -,888780-99999
WEDDELL ISLAND                 -,888830-99999
MOUNT PLEASANT                 -,888890-99999
SEA LION ISLAND                -,888970-99999
BIRD ISLAND                    -,889000-99999
GRYTVIKEN                      -,889030-99999
BASE ESPERANZA                 -,889630-99999
BASE ORCADAS                   -,889680-99999
NEUMAYER                       -,890020-99999
S.A.N.A.E. AWS                 -,890040-99999
HALLEY                         -,890220-99999
BASE BELGRANO II               -,890340-99999
BASE CARLINI                   -,890530-99999
BASE MARAMBIO (CENTRO MET. AN  -,890550-99999
CENTRO MET. ANTARTICO PDTE. E  -,890560-99999
BASE ARTURO PRAT               -,890570-99999
BASE BERNARDO O'HIGGINS        -,890590-99999
VERNADSKY                      -,890630-99999
BASE SAN MARTIN                -,890660-99999
HENRY                          -,891080-99999
UNIV. WI ID 8925 (LIMBERT AWS  -,892570-99999
UNIV. WI ID 8926 (LARSEN ICE   -,892620-99999
UNIV. WI ID 8902 (BUTLER ISLA  -,892660-99999
UNIV. WI ID 8917 (SKI-BLU)     -,892720-99999
THERESA                        -,893140-99999
BYRD STATION                   -,893240-99999
MOUNT SIPLE                    -,893270-99999
ELIZABETH                      -,893320-99999
SIPLE DOME                     -,893450-99999
GILL                           -,893760-99999
LETTAU                         -,893770-99999
TROLL IN ANTARKTIS             -,895040-99999
SYOWA                          -,895320-99999
MAWSON                         -,895640-99999
DAVIS                          -,895710-99999
DOME PLATEAU DOME A            -,895770-99999
DOME PLATEAU EAGLE             -,895780-99999
CASEY                          -,896110-99999
CASEY (UPPER PETERSON RUNWAY)  -,896140-99999
DUMONT D'URVILLE               -,896420-99999
PRIESTLEY GLACIER              -,896590-99999
CAPE PHILLIPS                  -,896610-99999
BASE BAIA TERRA NOVA           -,896620-99999
MCMURDO                        -,896640-99999
CAPE ROSS                      -,896660-99999
PEGASUS NORTH                  -,896670-99999
RELAY STAT                     -,897440-99999
G3                             -,897670-99999
LINDA                          -,897690-99999
NICO                           -,897990-99999
LAW DOME SUMMIT                -,898110-99999
DOME C II                      -,898280-99999
D-47                           -,898340-99999
MANUELA                        -,898640-99999
MARBLE POINT                   -,898660-99999
SCHWERDTFEGER                  -,898680-99999
MARILYN                        -,898690-99999
FERRELL                        -,898720-99999
ELAINE                         -,898730-99999
POSSESSION IS                  -,898790-99999
HENDERSON FIELD AIRPORT,910660-22701
BARKING SANDS PACIFIC MISSILE,911620-22501
LIHUE AIRPORT,911650-22536
WHEELER ARMY AIRFIELD,911700-22508
KANEOHE MCAS,911760-22519
HONOLULU INTERNATIONAL AIRPOR,911820-22521
MOLOKAI (AMOS),911860-99999
KAHULUI AIRPORT,911900-22516
KAPTALUA AIRPORT,911904-22552
LANAI AIRPORT,911905-22524
LANAI,911905-99999
KONA INTL AT KEAHOL,911975-99999
BRADSHAW ARMY AIRFIELD,911977-21508
BRADSHAW AAF,911977-99999
GUAM INTERNATIONAL AIRPORT,912120-41415
ANDERSEN AFB,912180-99999
ROTA INTERNATIONAL AIRPORT,912210-41419
TINIAN INTERNATIONAL AIRPORT,912310-41420
SAIPAN/ISLEY (CGS),912320-41408
FRANCISCO C. ADA/SAIPAN INTER,912320-41418
WEST TINIAN,912333-41420
WAKE ISLAND AIRFLD,912450-41606
ENEWETAK  MARSHALL IS,912500-99999
JOHNSTON ATOLL AIRPORT,912750-21603
HILO INTERNATIONAL AIRPORT,912850-21504
CHUUK INTERNATIONAL AIRPORT,913340-40505
POHNPEI INTL,913480-99999
KOSRAE,913560-00493
BUCHOLZ AAF KWAJALEIN KMR ATO,913660-40604
MAJURO ATOLL WEATHER CENTER,913691-99999
BABELTHUAP/KOROR AIR,914080-40309
YAP INTERNATIONAL AIRPORT,914130-40308
MUNDA,915030-99999
AUKI,915070-99999
HONIARA,915170-99999
HONIARA INTL,915200-99999
SANTA CRUZ ISLAND              -,915410-99999
SOLA/VANUA LAVA ISL            -,915510-99999
SANTO PEKOA INTL               -,915540-99999
LAMAP/MALEKOULA ISL            -,915550-99999
PORT VILA/BAUERFLD             -,915580-99999
TANNA                          -,915650-99999
ANEITYUM                       -,915680-99999
ILE SURPRISE                   -,915700-99999
ILE ART (BELEP)                -,915730-99999
ILE LOOP (CHESTERFIELD)        -,915740-99999
KOUMAC                         -,915770-99999
OUVEA                          -,915790-99999
LIFOU                          -,915820-99999
POINDIMIE (NLLE-CALEDONIE)     -,915830-99999
MARE                           -,915870-99999
LA TONTOUTA                    -,915900-99999
NOUMEA                         -,915920-99999
ILE DES PINS                   -,915960-99999
MATTHEW (ILOT)                 -,915980-99999
BONRIKI INTL,916100-99999
FUNAFUTI INTL ARPT,916430-80705
ROTUMA ISLAND                  -,916500-99999
UDU POINT AWS                  -,916520-99999
NABOUWALU                      -,916590-99999
YASAWA                         -,916600-99999
VIWA AWS                       -,916700-99999
VANUA BALAVU AWS               -,916760-99999
NADI INTL                      -,916800-99999
NAUSORI INTL                   -,916830-99999
LAKEMBA ISLAND                 -,916910-99999
VUNISEA                        -,916930-99999
MATUKU AWS                     -,916970-99999
ONO-I-LAU AWS                  -,916990-99999
WALLIS                         -,917530-99999
FUTUNA ISL/MAOPOOPO            -,917540-99999
FALEOLO INTL                   -,917590-99999
APIA/UPOLU ISLAND              -,917620-99999
TAFUNA/PAGO PAGO INTERNATIONA  -,917650-61705
LUPEPAU'U                      -,917790-99999
VAVAU                          -,917800-99999
HAAPAI                         -,917840-99999
FUA AMOTU TONGA                -,917920-00487
PENRHYN ISLAND,918000-99999
RAKAHANGA ATOLL                -,918040-99999
PUKAPUKA ARPT                  -,918110-99999
ALOFI                          -,918220-99999
PALMERSTON *                   -,918260-99999
AITUTAKI                       -,918300-99999
MAUKE ISLAND                   -,918400-99999
RAROTONGA INTL                 -,918430-99999
HIVA-OA,919250-99999
BORA BORA                      -,919300-99999
TAHITI FAAA                    -,919380-99999
TAKAROA                        -,919430-99999
HAO                            -,919440-99999
HEREHERETUE                    -,919450-99999
MANGAREVA                      -,919480-99999
MUROROA ATOLL (MIL)            -,919520-99999
TUBUAI                         -,919540-99999
RAPA                           -,919580-99999
PORT MORESBY JACKSONS INTL,920350-99999
CAPE REINGA AWS                -,930040-99999
KAITAIA AERODROME              -,930110-99999
PURERUA                        -,930230-99999
MOKOHINAU AWS                  -,930690-99999
AUCKLAND INTL                  -,931190-99999
TAURANGA AERODROME             -,931850-99999
HICKS BAY AWS                  -,931960-99999
TAUPO AWS                      -,932450-99999
GISBORNE AERODROME             -,932910-99999
NEW PLYMOUTH AERODR            -,933080-99999
WAIOURU AWS                    -,933340-99999
NAPIER AERODROME AWS           -,933730-99999
PALMERSTON NORTH AWS           -,934040-99999
PARAPARAUMU AWS                -,934200-99999
WELLINGTON                     -,934340-99999
WELLINGTON INTL                -,934360-99999
CASTLEPOINT                    -,934980-99999
WESTPORT HARBOUR               -,935160-99999
FAREWELL SPIT AWS              -,935270-99999
NELSON AERODROME               -,935450-99999
CAPE CAMPBELL AWS              -,935970-99999
HOKITIKA AERODROME             -,936140-99999
KAIKOURA                       -,936780-99999
HAAST AWS                      -,937090-99999
TIMARU AERODROME AWS           -,937730-99999
CHRISTCHURCH INTL              -,937800-99999
SECRETARY ISLAND AWS           -,938000-99999
PUYSEGUR POINT AWS             -,938050-99999
PUYSEGUR PT (LGT-H)            -,938060-99999
QUEENSTOWN AERODROME           -,938310-99999
INVERCARGILL                   -,938440-99999
DUNEDIN AERODROME AWS          -,938910-99999
TAIAROA HEAD                   -,938960-99999
SOUTH WEST CAPE AWS            -,939090-99999
ENDERBY ISLAND AWS             -,939290-99999
CAMPBELL ISLAND                -,939440-99999
CHATHAM ISLANDS                -,939860-99999
RAOUL ISLAND KERMADEC ISLANDS  -,939970-99999
PORT MORESBY W.O.,940350-99999
KALUMBURU                      -,941000-99999
TROUGHTON ISLAND               -,941020-99999
BROWSE ISLAND AWS              -,941030-99999
NOONAMAH AIRSTRIP              -,941050-99999
PORT KEATS AWS AUT             -,941110-99999
DUM IN MIRRIE                  -,941160-99999
PIRLANGIMPI                    -,941190-99999
DARWIN INTL                    -,941200-99999
CAPE FOURCROY                  -,941220-99999
BATCHELOR AERO                 -,941250-99999
POINT STUART                   -,941270-99999
DOUGLAS RIVER                  -,941280-99999
BRADSHAW                       -,941300-99999
TINDAL                         -,941310-99999
MCCLUER ISLAND AWS             -,941350-99999
JABIRU AIRPORT                 -,941370-99999
MILINGIMBI AWS                 -,941400-99999
CENTRAL ARNHEM PLATEAU         -,941410-99999
BULMAN AWS                     -,941430-99999
CAPE WESSEL AWS                -,941470-99999
GOVE AIRPORT                   -,941500-99999
NORTH EAST ISLAND              -,941510-99999
BORROLOOLA                     -,941520-99999
GROOTE EYLANDT                 -,941530-99999
WEIPA                          -,941710-99999
THURSDAY ISLAND                -,941750-99999
COCONUT ISLAND                 -,941820-99999
COEN AIRPORT                   -,941830-99999
LOCKHART RIVER AIRPORT         -,941860-99999
CAPE FLATTERY                  -,941880-99999
BROOME INTL                    -,942030-99999
CURTIN AERO                    -,942040-99999
FITZROY CROSSING AERO          -,942060-99999
ROWLEY SHOALS                  -,942070-99999
ADELE ISLAND                   -,942100-99999
HALLS CREEK AIRPORT            -,942120-99999
WYNDHAM                        -,942140-99999
KUNUNURRA                      -,942160-99999
ARGYLE AERODROME               -,942170-99999
DELAMERE WEAPONS RANGE         -,942250-99999
LAJAMANU                       -,942310-99999
VICTORIA RIVER DOWNS           -,942320-99999
DALY WATERS AWS                -,942340-99999
TENNANT CREEK AIRPORT          -,942380-99999
MCARTHUR RIVER MINE            -,942390-99999
CENTRE ISLAND                  -,942480-99999
CAMOOWEAL TOWNSHIP             -,942550-99999
BURKETOWN AIRPORT              -,942600-99999
CENTURY MINE                   -,942610-99999
NORMANTON AIRPORT              -,942660-99999
GEORGETOWN POST OFFICE         -,942750-99999
COOKTOWN MISSION               -,942830-99999
ARLINGTON REEF                 -,942840-99999
LOW ISLES LIGHTHOUSE           -,942850-99999
CAIRNS INTL                    -,942870-99999
HOLMES REEF                    -,942890-99999
FLINDERS REEF                  -,942900-99999
TOWNSVILLE                     -,942940-99999
LUCINDA POINT AWS              -,942950-99999
LIHOU REEF                     -,942960-99999
MARION REEF                    -,942980-99999
WILLIS ISLAND                  -,942990-99999
CARNARVON AIRPORT              -,943000-99999
LEARMONTH                      -,943020-99999
THEVENARD ISLAND               -,943030-99999
ONSLOW                         -,943050-99999
MARDIE                         -,943060-99999
LEGENDRE ISLAND                -,943070-99999
ROEBOURNE AERO                 -,943080-99999
BEDOUT ISLAND                  -,943100-99999
PORT HEDLAND INTL              -,943120-99999
PARABURDOO AERO                -,943160-99999
NEWMAN AERO                    -,943170-99999
WULUNGURRU                     -,943210-99999
ALICE SPRINGS                  -,943260-99999
JERVOIS                        -,943270-99999
TERRITORY GRAPE FARM           -,943280-99999
MOUNT ISA                      -,943320-99999
CLONCURRY AIRPORT              -,943350-99999
THE MONUMENT AIRPORT           -,943360-99999
JULIA CREEK                    -,943370-99999
TREPELL AIRPORT                -,943380-99999
WINTON POST OFFICE             -,943390-99999
RICHMOND                       -,947530-99999
WINTON AIRPORT                 -,943420-99999
HUGHENDEN AIRPORT              -,943430-99999
LONGREACH AERO                 -,943460-99999
EMERALD AIRPORT                -,943630-99999
PROSERPINE WHITSUNDAY COAST    -,943650-99999
MACKAY MO                      -,943670-99999
HAMILTON ISLAND AIRPORT        -,943680-99999
SAMUEL HILL AERO               -,943700-99999
CREAL REEF                     -,943710-99999
YEPPOON THE ESPLANADE          -,943730-99999
ROCKHAMPTON                    -,943740-99999
THANGOOL AIRPORT               -,943760-99999
RUNDLE ISLAND                  -,943780-99999
GANNET CAY                     -,943790-99999
GLADSTONE RADAR                -,943800-99999
GLADSTONE AIRPORT              -,943810-99999
HERON ISLAND RES STN           -,943860-99999
BUNDABERG AERO                 -,943870-99999
LADY ELLIOT ISLAND             -,943880-99999
FREDERICK REEF                 -,943930-99999
CATO ISLAND                    -,943940-99999
DENHAM                         -,944020-99999
GERALDTON                      -,944030-99999
MORAWA AIRPORT                 -,944170-99999
MOUNT MAGNET AERO              -,944290-99999
MEEKATHARRA AIRPORT            -,944300-99999
LEONORA                        -,944480-99999
LAVERTON AERO                  -,944490-99999
WARBURTON AIRFIELD             -,944570-99999
GILES METEOROLOGICAL OFFICE    -,944610-99999
YULARA AERO                    -,944620-99999
PUKATJA                        -,944740-99999
OODNADATTA AIRPORT             -,944760-99999
WINDORAH POST OFFICE           -,944880-99999
CHARLEVILLE                    -,945100-99999
ROMA AIRPORT                   -,945150-99999
ST GEORGE AIRPORT              -,945170-99999
MOREE                          -,945270-99999
INVERELL RESEARCH CENTRE       -,945410-99999
KINGAROY AIRPORT               -,945490-99999
OAKEY                          -,945520-99999
APPLETHORPE                    -,945530-99999
WARWICK                        -,945550-99999
UNIVERSITY OF QUEENSLAND GATT  -,945620-99999
GYMPIE                         -,945660-99999
MARYBOROUGH                    -,945670-99999
BAMAGA INJINOO                 -,945680-99999
SUNSHINE COAST AIRPORT         -,945690-99999
TEWANTIN RSL PARK              -,945700-99999
LISMORE AIRPORT AWS            -,945720-99999
CASINO AIRPORT AWS             -,945730-99999
BRISBANE ARCHERFIELD           -,945750-99999
BRISBANE                       -,945760-99999
BRISBANE AIRPORT               -,945780-99999
GOLD COAST SEAWAY              -,945800-99999
DOUBLE ISLAND POINT LIGHTHOUS  -,945840-99999
GLEN INNES AIRPORT             -,945880-99999
YAMBA PILOT STATION            -,945890-99999
GOLD COAST                     -,945920-99999
CAPE MORETON LIGHTHOUSE AWS    -,945940-99999
AMBERLEY                       -,945951-99999
HAMILTON ISLAND                -,945952-99999
GOVE                           -,945955-99999
TELFER                         -,945956-99999
TAREE                          -,945958-99999
BALLINA AIRPORT AWS            -,945960-99999
EVANS HEAD RAAF BOMBING RANGE  -,945980-99999
CAPE BYRON AWS                 -,945990-99999
CAPE LEEUWIN                   -,946010-99999
ROTTNEST ISLAND                -,946020-99999
BADGINGARRA RESEARCH STN       -,946030-99999
MANDURAH                       -,946050-99999
PERTH METRO                    -,946080-99999
JANDAKOT AERO                  -,946090-99999
PERTH INTL                     -,946100-99999
PEARCE                         -,946120-99999
SWANBOURNE                     -,946140-99999
GOOSEBERY HILL                 -,946150-99999
MANJIMUP                       -,946170-99999
NEWDEGATE RES. STATION         -,946280-99999
ROCKY GULLY                    -,946310-99999
SOUTHERN CROSS                 -,946340-99999
LAKE GRACE COMPARISON          -,946350-99999
KALGOORLIE BOULDER             -,946370-99999
ESPERANCE                      -,946380-99999
KATANNING                      -,946410-99999
BALGAIR                        -,946430-99999
RED ROCKS POINT                -,946440-99999
FORREST AIRPORT                -,946460-99999
EUCLA                          -,946470-99999
NULLARBOR                      -,946510-99999
CEDUNA AMO                     -,946530-99999
TARCOOLA                       -,946550-99999
ELLISTON                       -,946560-99999
WOOMERA                        -,946590-99999
CLEVE AERODROME                -,946620-99999
MAITLAND                       -,946650-99999
WARBURTO POINT                 -,946660-99999
ADELAIDE INTL                  -,946720-99999
PORT LINCOLN                   -,946740-99999
KENT TOWN                      -,946750-99999
HINDMARSH ISLAND AWS           -,946770-99999
MT CRAWFORD AWS                -,946780-99999
NURIOOTPA VITICULTURAL         -,946810-99999
LOXTON RESEARCH CENTRE         -,946820-99999
KUITPO FOREST RESERVE          -,946830-99999
YUNTA AIRSTRIP                 -,946840-99999
KADINA                         -,946850-99999
FOWLERS GAP AWS                -,946860-99999
AUSTIN PLAINS                  -,946900-99999
BROKEN HILL AIRPORT AWS        -,946910-99999
MURRIN MURRIN                  -,946930-99999
HAY AIRPORT AWS                -,947020-99999
BOURKE AIRPORT AWS             -,947030-99999
COBAR AIRPORT AWS              -,947100-99999
COBAR MO                       -,947110-99999
YOUNG AIRPORT                  -,947120-99999
FORBES AIRPORT                 -,947150-99999
DUBBO                          -,947190-99999
COWRA AIRPORT COMPARISON       -,947200-99999
ORANGE AIRPORT COMPARISON      -,947260-99999
MUDGEE AIRPORT AWS             -,947270-99999
BATHURST AIRPORT AWS           -,947290-99999
MOUNT BOYCE                    -,947430-99999
MOSS VALE AWS                  -,947460-99999
BELLAMBI AWS                   -,947490-99999
NOWRA                          -,947500-99999
BADGERY'S CREEK AIRPORT        -,947520-99999
NULLO MOUNTAIN AWS             -,947540-99999
CAMDEN                         -,947550-99999
CAMBELL TOWN / MOUNT ANNAN     -,947570-99999
TERREY HILLS AWS               -,947590-99999
HORSLEY EQUESTRIAN CENTRE      -,947600-99999
HOLSWORTHY CONTROL RANGE       -,947620-99999
PENRITH                        -,947630-99999
SYDNEY BANKSTOWN               -,947650-99999
CANTERBURY RACECOURSE          -,947660-99999
SYDNEY INTL                    -,947670-99999
SYDNEY (OBSERVATORY HILL)      -,947680-99999
NEWCASTLE NOBBYS SIGNAL STATI  -,947740-99999
TOCAL AWS                      -,947750-99999
WILLIAMTOWN                    -,947760-99999
GOSFORD AWS                    -,947820-99999
KEMPSEY AIRPORT AWS            -,947850-99999
PORT MACQUARIE AIRPORT AWS     -,947860-99999
COFFS HARBOUR                  -,947910-99999
ALBANY AIRPORT                 -,948020-99999
NEPTUNE ISLAND                 -,948040-99999
NOARLUNGA                      -,948080-99999
EDITHBURGH AWS                 -,948090-99999
SECOND VALLEY FOREST           -,948110-99999
THE LIMESTONE                  -,948130-99999
STRATHALBYN RACECOURSE         -,948140-99999
COONAWARRA                     -,948170-99999
NARACOORTE AERODROME           -,948200-99999
MOUNT GAMBIER AERO             -,948210-99999
CAPE WILLOUGHBY                -,948220-99999
NHILL AERODROME                -,948270-99999
PORTLAND CASHMORE AIRPORT      -,948280-99999
HAMILTON AIRPORT               -,948290-99999
PORT FAIRY AWS                 -,948300-99999
MOUNT WILLIAM                  -,948330-99999
BEN NEVIS                      -,948350-99999
STAWELL AERODROME              -,948360-99999
WARRNAMBOOL AIRPORT NDB        -,948370-99999
HOPETOUN AIRPORT               -,948380-99999
CHARLTON                       -,948390-99999
MORTLAKE RACECOURSE            -,948400-99999
CAPE OTWAY LIGHTHOUSE          -,948420-99999
SWAN HILL AERODROME            -,948430-99999
AIREYS INLET                   -,948460-99999
POINT WILSON                   -,948470-99999
KING ISLAND AIRPORT            -,948500-99999
BALLARAT AERODROME             -,948520-99999
AVALON  AIRPORT                -,948540-99999
BENDIGO AIRPORT AWS            -,948550-99999
GEELONG RACECOURSE             -,948570-99999
REDESDALE                      -,948590-99999
KILMORE GAP                    -,948600-99999
YARRAWONGA                     -,948620-99999
SHEOAKS AWS                    -,948630-99999
MELBOURNE ESSENDON             -,948640-99999
LAVERTON RAAF                  -,948650-99999
MELBOURNE INTL                 -,948660-99999
MELBOURNE REGIONAL OFFICE      -,948680-99999
MELBOURNE MOORABBIN            -,948700-99999
FRANKSTON AWS                  -,948710-99999
FERNY CREEK                    -,948720-99999
MANGALORE AIRPORT              -,948740-99999
SHEPPARTON AIRPORT             -,948750-99999
HUNTERS HILL                   -,948780-99999
EILDON FIRE TOWER              -,948810-99999
POUND CREEK                    -,948860-99999
WANGARATTA AERO                -,948890-99999
LATROBE VALLEY AIRPORT         -,948910-99999
RHYLL (AWS)                    -,948920-99999
WILSONS PROMONTORY LIGHTHOUSE  -,948930-99999
MOUNT BULLER AWS               -,948940-99999
AVALON                         -,948955-99999
CERBERUS AWS                   -,948980-99999
FALLS CREEK AWS                -,949030-99999
MT HOTHAM AIRPORT              -,949050-99999
MOUNT HOTHAM                   -,949060-99999
EAST SALE                      -,949070-99999
OMEO                           -,949080-99999
WAGGA WAGGA                    -,949100-99999
BAIRNSDALE AIRPORT             -,949120-99999
GELANTIPY                      -,949130-99999
COMBIENBAR                     -,949140-99999
KHANCOBAN                      -,949190-99999
COOMA AIRPORT AWS              -,949210-99999
TUGGERANONG ISABELLA PLAINS    -,949250-99999
CANBERRA                       -,949260-99999
BRAIDWOOD RACECOURSE AWS       -,949270-99999
BOMBALA AWS                    -,949290-99999
MT NOWA NOWA                   -,949300-99999
GABO ISLAND LIGHTHOUSE         -,949330-99999
GREEN CAPE AWS                 -,949340-99999
MALLACOOTA                     -,949350-99999
ULLADULLA AWS                  -,949380-99999
MONTAGUE ISLAND LIGHHOUSE      -,949390-99999
HOGAN ISLAND                   -,949490-99999
SMITHTON AERODROME             -,949530-99999
CAPE GRIM BAPS                 -,949540-99999
SHEFFIELD SCHOOL FARM          -,949550-99999
STRAHAN AERODROME              -,949560-99999
OUSE FIRE STATION              -,949570-99999
BUTLERS GORGE                  -,949590-99999
TUNNAK FIRE STATION            -,949600-99999
MAATSUYKER ISLAND LIGHTHOUSE   -,949620-99999
BUSHY PARK (BUSHY PARK ESTATE  -,949640-99999
LAUNCESTON                     -,949680-99999
LAUNCESTON (TI TREE BEND)      -,949690-99999
HOBART (ELLERSLIE ROAD)        -,949700-99999
CAPE SORELL                    -,949740-99999
HOBART                         -,949750-99999
HARTZ MOUNTAINS                -,949770-99999
FLINDERS ISLAND AIRPORT        -,949800-99999
LARAPUNA (EDDYSTONE POINT)     -,949830-99999
FRIENDLY BEACHES               -,949870-99999
LORD HOWE ISLAND AERO          -,949950-99999
NORFOLK ISLAND INTL            -,949960-99999
HEARD ISLAND (THE SPIT)        -,949970-99999
MACQUARIE ISLAND               -,949980-99999
LEIGH CREEK AERO               -,949999-00091
ADELAIDE (WEST TERRACE)        -,949999-00108
TAMWORTHAMO/MO.FROM1966        -,949999-00209
TRUSCOTT                       -,951010-99999
PORT KEATS AIRPORT             -,951110-99999
MIDDLE POINT AWS               -,951210-99999
MANINGRIDA AERO                -,951420-99999
NGAYAWILI                      -,951460-99999
WEST ROEBUCK                   -,952040-99999
DERBY AERO                     -,952050-99999
WYNDHAM AERO                   -,952140-99999
MAREEBA AIRPORT AWS            -,952860-99999
BOUGAINVILLE REEF              -,952880-99999
SOUTH JOHNSTONE EXP STN        -,952920-99999
WOOLSHED                       -,952930-99999
AYR DPI RESEARCH STN           -,952950-99999
AYR ALVA BEACH                 -,952960-99999
VARANUS ISLAND                 -,953030-99999
BARROW ISLAND AIRPORT          -,953040-99999
ONSLOW AIRPORT                 -,953050-99999
KARRATHA AERO                  -,953070-99999
MARBLE BAR                     -,953170-99999
RABBIT FLAT                    -,953220-99999
BLACKALL AIRPORT               -,953510-99999
ST LAWRENCE                    -,953690-99999
WILLIAMSON                     -,953700-99999
SHARK BAY AIRPORT              -,954020-99999
LEINSTER AERO                  -,954480-99999
COOBER PEDY AIRPORT            -,954580-99999
MARREE AERO                    -,954800-99999
MOOMBA AIRPORT                 -,954810-99999
BIRDSVILLE                     -,954820-99999
TIBOOBURRA                     -,954850-99999
BALLERA GAS FIELD              -,954870-99999
THARGOMINDAH                   -,954920-99999
MILES CONSTANCE STREET         -,955290-99999
GAYNDAH AIRPORT                -,955430-99999
TOOWOOMBA AIRPORT              -,955510-99999
HERVEY BAY AIRPORT             -,955650-99999
BEERBURRUM FOREST STATION      -,955660-99999
GRAFTON AIRPORT                -,955700-99999
GRAFTON RESEARCH STN           -,955710-99999
NAMBOUR DPI-HILLSIDE           -,955720-99999
BEAUDESERT DRUMLEY ST          -,955750-99999
REDCLIFFE                      -,955910-99999
LANCELIN                       -,956060-99999
GARDEN ISLAND HSF              -,956070-99999
KALAMUNDA BICKLEY              -,956100-99999
BUSSELTON AERO                 -,956110-99999
GINGIN AERO                    -,956120-99999
SHANNON                        -,956170-99999
COLLIE EAST                    -,956210-99999
CUNDERDIN AIRFIELD             -,956250-99999
DALWALLINU                     -,956290-99999
BRIDGETOWN                     -,956320-99999
HOPETOWN NORTH                 -,956350-99999
JACUP                          -,956360-99999
ESPERANCE AERO                 -,956380-99999
SALMON GUMS RES. STN           -,956390-99999
WANDERING                      -,956400-99999
WITCHCLIFFE                    -,956410-99999
NORSEMAN AERO                  -,956420-99999
MUNGLINUP WEST                 -,956440-99999
NORTH WALPOLE                  -,956470-99999
WUDINNA AERO                   -,956540-99999
OLYMPIC DAM AERODROME          -,956580-99999
MINLATON AERO                  -,956590-99999
MINNIPA DPI                    -,956620-99999
CUMMINS AERO                   -,956630-99999
WHYALLA                        -,956640-99999
PORT AUGUSTA ARID LANDS        -,956660-99999
CLARE HIGH SCHOOL              -,956670-99999
RAYVILLE PARK                  -,956700-99999
ROSEWORTHY AG COLLEGE          -,956710-99999
EDINBURGH                      -,956760-99999
ADELAIDE PARAFIELD             -,956770-99999
MOUNT LOFTY                    -,956780-99999
RENMARK AERO                   -,956870-99999
WILCANNIA AERODROME AWS        -,956950-99999
IVANHOE AERODROME AWS          -,956970-99999
WHITE CLIFFS AWS               -,956990-99999
GRIFFITH AIRPORT AWS           -,957040-99999
YANCO AGRICULTURAL INSTITUTE   -,957050-99999
CONDOBOLIN AIRPORT             -,957080-99999
WEST WYALONG AIRPORT AWS       -,957090-99999
TRANGIE RESEARCH STATION       -,957100-99999
WALGETT AIRPORT                -,957150-99999
GOULBURN AIRPORT AWS           -,957160-99999
PARKES AIRPORT                 -,957170-99999
COONAMBLE AIRPORT              -,957180-99999
DUBBO AIRPORT AWS              -,957190-99999
TEMORA AIRPORT                 -,957220-99999
COONABARABRAN AIRPORT AWS      -,957280-99999
NARRABRI AIRPORT AWS           -,957340-99999
GUNNEDAH AIRPORT AWS           -,957400-99999
MURRURUNDI GAP AWS             -,957470-99999
WOLLONGONG AIRPORT             -,957480-99999
KIAMA (BOMBO HEADLAND)         -,957490-99999
MERRIWA (ROSCOMMON)            -,957540-99999
SCONE AIRPORT                  -,957580-99999
SYDNEY OLYMPIC PARK AWS (ARCH  -,957650-99999
LAKE MACQUARIE AWS             -,957670-99999
NORAH HEAD LIGHTHOUSE          -,957700-99999
CESSNOCK AIRPORT               -,957710-99999
ARMIDALE AIRPORT AWS           -,957730-99999
MANGROVE MOUNTAIN AWS          -,957740-99999
TAREE AIRPORT AWS              -,957840-99999
CAPE BORDA AWS                 -,958050-99999
STENHOUSE BAY                  -,958060-99999
KINGSTONE AERO                 -,958070-99999
MUNKORA                        -,958150-99999
ROBE AIRFIELD                  -,958160-99999
PALLAMANA AERODROME            -,958180-99999
PADTHAWAY SOUTH                -,958230-99999
CASTERTON                      -,958250-99999
KANAGULK                       -,958270-99999
WALPEUP RESEARCH               -,958310-99999
EDENHOPE AIRPORT               -,958320-99999
KYABRAM (INST SUSTAINABLE AG)  -,958330-99999
LONGERENONG                    -,958350-99999
TATURA INST SUSTAINABLE AG     -,958360-99999
RUTHERGLEN RESEARCH            -,958370-99999
HORSHAM AERODROME              -,958390-99999
WESTMERE                       -,958400-99999
MT GELLIBRAND                  -,958450-99999
ESSENDON AIRPORT               -,958660-99999
SCORESBY RESEARCH INSTITUTE    -,958670-99999
DENILIQUIN AIRPORT AWS         -,958690-99999
